,category,place,ad_type,year_of_construction,Advertiser,Room_number,Area,Deposit,Lease
659,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۰,مشاور املاک,چهار,۵۵۰,۴۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
660,خانه و ویلا,تهران ایرانشهر,ارائه,۱۳۹۷,شخصی,پنج یا بیشتر,۸۰۰,۲۰۰٫۰۰۰ تومان,۳۶۰٫۰۰۰ تومان
661,خانه و ویلا,تهران پیروزی,ارائه,۱۳۸۰,مشاور املاک,یک,۱۰۰,۶۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
662,خانه و ویلا,تهران نیاوران,ارائه,۱۳۸۸,مشاور املاک,پنج یا بیشتر,۷۰۰,توافقی,توافقی
663,خانه و ویلا,تهران فلاح,ارائه,۱۳۸۹,مشاور املاک,یک,۶۴,۹۵٫۰۰۰٫۰۰۰ تومان,توافقی
664,خانه و ویلا,تهران فیروزکوه,ارائه,۱۳۹۵,شخصی,دو,۱۲۰,توافقی,توافقی
665,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۳,مشاور املاک,چهار,۴۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰٫۰۰۰ تومان
666,خانه و ویلا,تهران ورامین,ارائه,۱۳۹۰,شخصی,دو,۷۰,توافقی,توافقی
667,خانه و ویلا,تهران پاسداران,ارائه,۱۳۹۶,شخصی,دو,۲۰۰۰,مجانی,۵۰۰٫۰۰۰ تومان
668,خانه و ویلا,تهران نواب,ارائه,۱۳۸۰,شخصی,چهار,۲۰۰,توافقی,۴۰۰٫۰۰۰ تومان
669,خانه و ویلا,تهران اقدسیه,ارائه,۱۳۸۷,شخصی,دو,۱۱۵,۱۵۰٫۰۰۰٫۰۰۰ تومان,۴٫۲۰۰٫۰۰۰ تومان
670,خانه و ویلا,تهران شهریار,ارائه,۱۳۷۱,شخصی,دو,۳۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
671,خانه و ویلا,تهران فلاح,ارائه,قبل از ۱۳۷۰,شخصی,دو,۴۰,۷۵٫۰۰۰٫۰۰۰ تومان,توافقی
672,خانه و ویلا,تهران قیطریه,ارائه,۱۳۹۵,مشاور املاک,سه,۱۶۰,۶۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
673,خانه و ویلا,تهران فشم,ارائه,۱۳۹۸,شخصی,یک,۷۰,توافقی,توافقی
674,خانه و ویلا,تهران ونک,ارائه,۱۳۷۱,مشاور املاک,سه,۲۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۰۰۰٫۰۰۰ تومان
675,خانه و ویلا,تهران ولنجک,ارائه,۱۳۹۱,مشاور املاک,پنج یا بیشتر,۱۱۰۰,توافقی,توافقی
676,خانه و ویلا,تهران پونک,ارائه,۱۳۸۷,مشاور املاک,سه,۱۷۰,۴۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
677,خانه و ویلا,تهران پرند,ارائه,۱۳۸۴,شخصی,دو,۲۰۰,۲۲۰٫۰۰۰٫۰۰۰ تومان,توافقی
678,خانه و ویلا,تهران جیحون,ارائه,۱۳۷۲,مشاور املاک,بدون اتاق,۱۰۰,۱۰٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
679,خانه و ویلا,تهران اقدسیه,ارائه,۱۳۷۷,مشاور املاک,پنج یا بیشتر,۳۰۰۰,توافقی,توافقی
680,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۵,مشاور املاک,سه,۳۴۵,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
681,خانه و ویلا,تهران پونک,ارائه,۱۳۸۳,مشاور املاک,سه,۳۰۰,۲۲۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
682,خانه و ویلا,تهران تهرانپارس شرقی,ارائه,۱۳۸۴,مشاور املاک,بدون اتاق,۴۰,۱۵٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
683,خانه و ویلا,تهران پونک,ارائه,۱۳۸۳,مشاور املاک,سه,۱۴۵,۳۶۰٫۰۰۰٫۰۰۰ تومان,توافقی
684,خانه و ویلا,تهران آذری,ارائه,۱۳۷۵,شخصی,دو,۴۵,۱۰٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
685,خانه و ویلا,تهران شادآباد,ارائه,۱۳۷۸,مشاور املاک,یک,۷۰,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
686,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۷,مشاور املاک,سه,۲۰۰,توافقی,توافقی
687,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۷,شخصی,دو,۱۱۰۰,توافقی,توافقی
688,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۷,شخصی,دو,۲۰۰۰,۱٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
689,خانه و ویلا,تهران زعفرانیه,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۲۰۰,۸۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
690,خانه و ویلا,تهران جنت‌آباد شمالی,ارائه,۱۳۸۲,مشاور املاک,دو,۱۵۰,۲۶۰٫۰۰۰٫۰۰۰ تومان,مجانی
691,خانه و ویلا,تهران کامرانیه,ارائه,۱۳۸۸,مشاور املاک,چهار,۵۰۰,۲٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰٫۰۰۰ تومان
692,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۵,شخصی,یک,۱۱۰,۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
693,خانه و ویلا,تهران جنت‌‌آباد مرکزی,ارائه,۱۳۸۰,شخصی,یک,۱۰۰,۴۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
694,خانه و ویلا,تهران سید خندان,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۳۸۰,۱٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
695,خانه و ویلا,تهران سلیمانیه,ارائه,۱۳۷۱,مشاور املاک,یک,۱۰۲,۷۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
696,خانه و ویلا,تهران دهکده المپیک,ارائه,۱۳۹۸,شخصی,دو,۱۲۰,۱۲۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
697,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۴,شخصی,چهار,۷۰۰,۲٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
698,خانه و ویلا,تهران شمیران‌نو,ارائه,۱۳۸۱,شخصی,دو,۹۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
699,خانه و ویلا,تهران استاد معین,ارائه,قبل از ۱۳۷۰,شخصی,دو,۵۰,۲۰٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
700,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۹۷,مشاور املاک,چهار,۱۸۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰٫۰۰۰ تومان
701,خانه و ویلا,تهران ظفر,ارائه,۱۳۸۰,مشاور املاک,دو,۱۱۰,۱۱۰ تومان,۲٫۷۰۰٫۰۰۰ تومان
702,خانه و ویلا,تهران نارمک,ارائه,۱۳۹۸,مشاور املاک,دو,۸۰,۲۲۰٫۰۰۰٫۰۰۰ تومان,توافقی
703,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۸,مشاور املاک,پنج یا بیشتر,۶۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰٫۰۰۰ تومان
704,خانه و ویلا,تهران نظام‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,یک,۱۵,۲۰٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰ تومان
705,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۱,مشاور املاک,پنج یا بیشتر,۸۰۰,توافقی,توافقی
706,خانه و ویلا,تهران نیاوران,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۵۵۰,توافقی,توافقی
707,خانه و ویلا,تهران شیان,ارائه,۱۳۷۸,مشاور املاک,دو,۱۵۷,۳۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
708,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۸,مشاور املاک,پنج یا بیشتر,۷۰۰,۶٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
709,خانه و ویلا,تهران جیحون,ارائه,قبل از ۱۳۷۰,شخصی,یک,۴۰,۱۰٫۰۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
710,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۸۸,مشاور املاک,یک,۵۰,۴۰٫۰۰۰٫۰۰۰ تومان,۹۰٫۰۰۰ تومان
711,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۰,شخصی,چهار,۳۴۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
712,خانه و ویلا,تهران جی,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۱۱۰,۱۶۵٫۰۰۰٫۰۰۰ تومان,مجانی
713,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۲,مشاور املاک,پنج یا بیشتر,۶۰۰,۴۰۰٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰٫۰۰۰ تومان
714,خانه و ویلا,تهران پرند,ارائه,۱۳۸۸,شخصی,دو,۱۸۰,۹۰٫۰۰۰٫۰۰۰ تومان,۷۵۰٫۰۰۰ تومان
715,خانه و ویلا,تهران قیطریه,ارائه,۱۳۹۶,مشاور املاک,دو,۵۰۰,۱٫۵۰۰٫۰۰۰ تومان,توافقی
716,خانه و ویلا,تهران پاسداران,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۱۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۰۰۰٫۰۰۰ تومان
717,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۴,شخصی,سه,۲۲۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۲۲٫۰۰۰٫۰۰۰ تومان
718,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۸,مشاور املاک,چهار,۴۷۰,توافقی,توافقی
719,خانه و ویلا,تهران صادقیه,ارائه,۱۳۷۱,شخصی,دو,۱۶۸,۲۸۰٫۰۰۰٫۰۰۰ تومان,توافقی
720,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۷,مشاور املاک,دو,۱۳۰,۸۰٫۰۰۰٫۰۰۰ تومان,۲٫۸۰۰٫۰۰۰ تومان
721,خانه و ویلا,تهران آرژانتین,ارائه,۱۳۹۸,شخصی,یک,۱۳۰۰,توافقی,توافقی
722,خانه و ویلا,تهران رباط کریم,ارائه,۱۳۸۶,شخصی,یک,۵۰,۱۶۵٫۰۰۰٫۰۰۰ تومان,توافقی
723,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۵۰۰,توافقی,توافقی
724,خانه و ویلا,تهران پرند,ارائه,۱۳۹۳,شخصی,سه,۱۵۰,۸۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
725,خانه و ویلا,تهران آهنگ,ارائه,قبل از ۱۳۷۰,شخصی,دو,۴۰,۵۰٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰ تومان
726,خانه و ویلا,تهران اندیشه,ارائه,۱۳۸۵,مشاور املاک,دو,۲۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
727,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۹۸,شخصی,یک,۵۳۰,۱۲۰٫۰۰۰٫۰۰۰ تومان,مجانی
728,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۹۸,شخصی,یک,۷۵,۱۵٫۰۰۰٫۰۰۰ تومان,مجانی
729,خانه و ویلا,تهران صادقیه,ارائه,قبل از ۱۳۷۰,شخصی,دو,۶۵,۲۰٫۰۰۰٫۰۰۰ تومان,۲٫۵۰۰٫۰۰۰ تومان
730,خانه و ویلا,تهران شهرک فردوس,ارائه,۱۳۸۴,مشاور املاک,یک,۱۰۰,۹۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
731,خانه و ویلا,تهران جردن,ارائه,۱۳۹۰,مشاور املاک,دو,۱۱۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
732,خانه و ویلا,تهران شیخ هادی,ارائه,۱۳۹۷,شخصی,پنج یا بیشتر,۸۰۰,مجانی,۳۴۰٫۰۰۰ تومان
733,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۶,شخصی,دو,۱۰۰۰,توافقی,توافقی
734,خانه و ویلا,تهران نیاوران,ارائه,۱۳۷۵,مشاور املاک,سه,۳۰۰,توافقی,توافقی
735,خانه و ویلا,تهران رباط کریم,ارائه,قبل از ۱۳۷۰,شخصی,سه,۱۱۰,۳۵٫۰۰۰٫۰۰۰ تومان,۶۰۰٫۰۰۰ تومان
736,خانه و ویلا,تهران شمس‌آباد,ارائه,۱۳۸۵,مشاور املاک,چهار,۳۵۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
737,خانه و ویلا,تهران بهارستان,ارائه,۱۳۸۶,شخصی,دو,۷۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
738,خانه و ویلا,تهران بومهن,ارائه,۱۳۸۰,شخصی,دو,۱۷۰,۷۵٫۰۰۰٫۰۰۰ تومان,توافقی
739,خانه و ویلا,تهران ونک,ارائه,۱۳۷۵,مشاور املاک,چهار,۲۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۵۰۰٫۰۰۰ تومان
740,خانه و ویلا,تهران افسریه,ارائه,قبل از ۱۳۷۰,شخصی,دو,۸۰,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۵۰٫۰۰۰ تومان
741,خانه و ویلا,تهران مجیدیه,ارائه,۱۳۷۸,شخصی,یک,۷۰,۷۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
742,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۸,مشاور املاک,سه,۱۷۵,۸۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
743,خانه و ویلا,تهران پاسداران,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۸۵۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰٫۰۰۰ تومان
744,خانه و ویلا,تهران سهروردی شمالی,ارائه,۱۳۷۵,مشاور املاک,چهار,۲۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱۲٫۰۰۰٫۰۰۰ تومان
745,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۶,شخصی,دو,۱۲۶,۱۰٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
746,خانه و ویلا,تهران شمس‌آباد,ارائه,۱۳۷۹,مشاور املاک,دو,۱۸۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
747,خانه و ویلا,تهران چیذر,ارائه,۱۳۸۰,شخصی,بدون اتاق,۴۵,۱۲۰٫۰۰۰٫۰۰۰ تومان,مجانی
748,خانه و ویلا,تهران فرمانیه,ارائه,قبل از ۱۳۷۰,شخصی,چهار,۳۱۰,توافقی,توافقی
749,خانه و ویلا,تهران شادآباد,ارائه,۱۳۷۵,شخصی,یک,۶۰,۵۵٫۰۰۰٫۰۰۰ تومان,مجانی
750,خانه و ویلا,تهران بومهن,ارائه,۱۳۹۰,شخصی,دو,۲۸۵,۲۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
751,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,۱۳۹۸,شخصی,دو,۱۲۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
752,خانه و ویلا,تهران تهرانپارس شرقی,ارائه,۱۳۹۶,مشاور املاک,چهار,۷۰,توافقی,توافقی
753,خانه و ویلا,تهران چیتگر,ارائه,۱۳۹۴,شخصی,بدون اتاق,۶۵,مجانی,۲۰۰٫۰۰۰ تومان
754,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۱۱۰۰,توافقی,توافقی
755,خانه و ویلا,تهران فلاح,ارائه,۱۳۸۳,شخصی,یک,۶۶,۴۰٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰ تومان
756,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۸۹,شخصی,یک,۵۰,۲۰٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰ تومان
757,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۹۴,مشاور املاک,سه,۱۱۵,توافقی,توافقی
758,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۳,مشاور املاک,پنج یا بیشتر,۳۵۰,توافقی,توافقی
759,خانه و ویلا,تهران جمهوری,ارائه,۱۳۷۵,مشاور املاک,پنج یا بیشتر,۲۶۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۵۰۰٫۰۰۰ تومان
760,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۸,شخصی,سه,۲۲۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۸۰۰٫۰۰۰ تومان
761,خانه و ویلا,تهران شهرک غرب,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۵۵۰,توافقی,توافقی
762,خانه و ویلا,تهران دولاب,ارائه,قبل از ۱۳۷۰,شخصی,یک,۱۲,توافقی,توافقی
763,خانه و ویلا,تهران فلاح,ارائه,۱۳۷۱,مشاور املاک,یک,۴۵,۶٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
764,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۱,مشاور املاک,چهار,۶۰۰,توافقی,توافقی
765,خانه و ویلا,تهران ونک,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۴۰۰,توافقی,توافقی
766,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۳,مشاور املاک,چهار,۶۰۰,توافقی,توافقی
767,خانه و ویلا,تهران قیطریه,ارائه,۱۳۷۷,مشاور املاک,پنج یا بیشتر,۳۵۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,۱۸٫۰۰۰٫۰۰۰ تومان
768,خانه و ویلا,تهران پرند,ارائه,۱۳۸۷,مشاور املاک,سه,۲۲۵,۱۴۵٫۰۰۰٫۰۰۰ تومان,توافقی
769,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۹۰,شخصی,چهار,۳۷۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۱۴٫۰۰۰٫۰۰۰ تومان
770,خانه و ویلا,تهران شوش,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۰۰,۱۲۵٫۰۰۰٫۰۰۰ تومان,توافقی
771,خانه و ویلا,تهران ظفر,ارائه,قبل از ۱۳۷۰,مشاور املاک,سه,۴۰۰,۵۰٫۰۰۰٫۰۰۰ تومان,۱۴٫۰۰۰٫۰۰۰ تومان
772,خانه و ویلا,تهران ولنجک,ارائه,۱۳۷۵,مشاور املاک,دو,۱۳۵,۵۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
773,خانه و ویلا,تهران سلسبیل,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۵۰,۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
774,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۹۸,مشاور املاک,پنج یا بیشتر,۸۰۰,توافقی,توافقی
775,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۲,مشاور املاک,سه,۱۸۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
776,خانه و ویلا,تهران تهرانپارس غربی,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۳۶۰,توافقی,توافقی
777,خانه و ویلا,تهران ونک,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۴۰۰,۱٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
778,خانه و ویلا,تهران آهنگ,ارائه,۱۳۷۳,شخصی,پنج یا بیشتر,۲۷۰,۲۷۰٫۰۰۰٫۰۰۰ تومان,مجانی
779,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۵,مشاور املاک,پنج یا بیشتر,۳۵۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰٫۰۰۰ تومان
780,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۷,مشاور املاک,دو,۱۳۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
781,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۸,شخصی,یک,۱۶۰۰,توافقی,توافقی
782,خانه و ویلا,تهران دروس,ارائه,۱۳۸۸,مشاور املاک,پنج یا بیشتر,۵۰۰,۴۰۰٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰٫۰۰۰ تومان
783,خانه و ویلا,تهران پاسداران,ارائه,۱۳۹۷,شخصی,دو,۱۴۰,توافقی,۵۰۰٫۰۰۰ تومان
784,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۶,شخصی,دو,۱۵۰۰,۸۰۰٫۰۰۰ تومان,۸۰۰٫۰۰۰ تومان
785,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۸,مشاور املاک,چهار,۷۰۰,توافقی,توافقی
786,خانه و ویلا,تهران بلوار کشاورز,ارائه,۱۳۷۵,شخصی,پنج یا بیشتر,۲۰,۱۰۰٫۰۰۰ تومان,۴۵۰٫۰۰۰ تومان
787,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۱۸۰۰,توافقی,۲۵۰٫۰۰۰٫۰۰۰ تومان
788,خانه و ویلا,تهران پیروزی,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۲۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
789,خانه و ویلا,تهران مجیدیه,ارائه,۱۳۷۳,شخصی,سه,۱۴۶,۲۷۰٫۰۰۰٫۰۰۰ تومان,مجانی
790,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۸,مشاور املاک,سه,۷۸۰,۳۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
791,خانه و ویلا,تهران دولت‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۰۰,۱۲۰٫۰۰۰٫۰۰۰ تومان,۶٫۰۰۰٫۰۰۰ تومان
792,خانه و ویلا,تهران تهرانپارس شرقی,ارائه,۱۳۹۰,شخصی,یک,۱۴,۱۴٫۰۰۰٫۰۰۰ تومان,۳۰۰٫۰۰۰ تومان
